Tweet_id,tweet_text
383002035429191680,"i ain't bout to be teamIphone or androdia, ima be blackberry lol"
318091523268947968,"\@iTweetYo_Bitch: Seen that nigga Ti at the mall with his son\"" awww wish tht was me lol i love me some T.I"""
306738901693919232,Be4 I shoot tf out
338875738566561792,@Adonis_JB3 well iwanna whoop a bihh ahh !
347748750791413760,They excuse I guess is but Jay z say it all THe time to his own race .. Child \ud83d\ude3e\ud83d\udc40 lookin in the mirror he's black u not honey !!!
385901633282256896,\u201c@DEVfinatly_: @_KieraR_ mom almost made me bang out yo \ud83d\ude12\ud83d\ude02\u201d\ud83d\ude02\ud83d\ude29\ud83d\ude02 ayo!!!
379314021637558272,@TaviBabi hell no we don't want no gold diggers
375190790064340992,Thats the hard shit
396176709013102592,Aha ask: Watchu been drinkin \nMe: alot
306917826277564417,It's going down tomorrow !!these hoes gone have to feel me \ud83d\udc4f\ud83d\udc4f\ud83d\udc4f\ud83d\udc4a\ud83d\udc4a\ud83d\ude0e
344481979506520064,"' Mfs gone hate me , \ud83d\ude0f"
321118410127855616,I swear to god I hope I didn't read it wrong !! I'm about to go FOOL
334688115887321090,.turn up turn up ayeeee!
389753224565362688,@thotsloveme nf \u2665
354396428879138817,@London1Bridge24 \ud83d\ude02\ud83d\ude02 IGHT LONDY
305610407412920320,Ion take no bs
322228889818656768,THE BEST SEX IS WET SEX #nympho
337973828888190976,@CAPTAIN_BEAUTY when youu want me to come ?
361238236519084032,lemme Clean up...
381968068261335040,Spirit week and homecoming &gt;&gt;&gt;&gt;&gt;&gt;
322729870213910528,@China_Dohll idk yet I'm looking into it now -_- I'm so over it
312565926509817856,My niggas was ready 2 go 2 war 4 me thats y ill take a bullet 4 u bro love u nigga @Dee_MontanaBaby #800
337031179968577537,"Eyes Low , &amp;&amp; im hungry dtfl"
417672022349860864,@TaYouAFool cut it out Ta!! \ud83d\udd2a\u2702\ufe0fthat's why I make my own rules smh
371130301021302785,Session #420girl
293944126855069698,@Kevmoe_  U ugly is shit bull u look like some burnt food Dickhead
292129658219155456,@journee2fame thats not f or Twitter lol
332343302789672960,@_typicaltiee \ud83d\ude29\ud83d\ude29 yes that was just my phone bill by it self
387354653106913280,Bitch u may b fam butt I will still shoot u n your husband n da fuckin face n not drop one tear bout it DF
323458659793371136,"Bruh , she flaw as'f"
334441297853161472,I'm off hmu on kik DMRN_steez
394083546010509312,goodmorning \ud83d\udc4b
317798014636937216,\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 \u201c@aminaaa___: Didn't I tell Zahria yesterday they wasn't shit!\ud83d\ude02\ud83d\ude02\u201d
312968629727678464,Juss Woke Up \ud83d\ude0e\ud83d\ude0f
304097685282099201,@Crystal_moni where yu work at
303919255550840832,@DeannaRansom Hey my friend what song you working on and name of it
326679109180747776,I'm fucking late
364246160594042880,@dvrylin yep let's do it lol
396791774238093312,Inauguration
360941078582538240,Name one person  I'm scared you can't B  Real niggas don't never back down keep that shit G
396159730701193216,@1WORMM you can't leave out that hoe with out getting full or drunk
403789203038674944,@Mr1738 how much better
328664524947341313,Ion Truk with NEW NIGGAS!!!!
327587117523951616,LEBRON !
368397510559023105,Hit lick probley fuck ya bitch get that check permenat benafits I gives no shit bout a bitch I'm insane
410949743989497856,@__Geez but ya bitch panties bigger den you bro nd watch your mouth
338826069438234624,That's what I'm talking bout! @MiamiHEAT basketball! All night! #HEAT
350783392608043008,Just smashed
368104576349900800,Time for me to get a job
313810129042698241,"She said just call him , &amp; tell him how you feel \ud83d\ude12"
321608472431063040,Im bored af cause bebe uglass is not txtn bck so who wanna txt.?
296371341064540160,LOL
366358210677972992,Mann dis muhfucka still ain Kame and got me
391738715951087616,Lol let me get n the shower... I got shit to do
339968417643773952,@Afta_Da_Storm \ud83d\ude02 Im not Im dead ass you can do that tho
295321297234296832,@IJust_Hit_N_Run ha u real nice... i would tore her up...
360643270323351555,Nah
329038384179867648,@Pearls2Diamonds ok and but I ain't fight she act like she can't let people talk man
404282394649178112,Smh I'm done.....
340600457036713984,Where tf is my McDonald's? \ud83d\ude21
367724010404319232,@BoObieMiLez Fuckn blanked!
300152053144104960,"@Kaa_Bangg Aw , Man Im Bored \ud83d\ude12"
377448785385119744,Still don't understand how us blacks had to be slaves why couldn't blacks slave the white mfers
371704249539112961,@stupidfamous I don't know why u call famous ppl stupid... Ur the stupid ones... U have no life.. All u do is stalk people everyday u freaks
331844583380107265,One nigga lord help us all
382150138602741760,You about be missin... you kno who gon find you some old man fishin!!!!!!
300689578459799552,@jbook37 that won't happen!! #ThatsAPromise
398432317871775744,@Southside_Mikee yeah i hear you .
294678624773230592,I GOTTA DAT FAMOUS FAME!!
360974355821363200,Catch 12:11 tho!
347463189899927552,@_NicNacc I put it on spaghetti \ud83d\ude12
316852962150465537,Can't wait 2 meet the Lil monster who b kicking my ass all day &lt;3
376874958200528896,He Act like He The Only Damn Damon ...
360302583727923200,@KeerraSimonee lmao I'm just gone hit the scene in my wheel chair family
386948921584779264,@@ONLY1THRAX thanks for the luv *muah*
320594981855309824,At the grocery store
377077010633207808,"I'm tired, hungry, and idk"
399656412537569280,@T_Hicks_24 fwm on a track
304993102001750016,OMG WTF Its Friday Already
301855846776844289,Over here dying laughing at sis right now \ud83d\ude03\ud83d\ude03\ud83d\ude03
316774906438250496,"\@Eazzy_Dee: Music at night &gt;&gt;&gt;&gt;\"""""
309755122060238848,Yo.. The Smurfs movie funny...\r1st time watching it!!
289357441500577793,- WELPS GUESS I GET UP FRESHIN UP &amp; LAY BACK' DOWN...... !
355844785073958912,This nigga done crunk up the chevy again...llh
294313401914630145,"I wud tell this person that this girl fuckin her man, but this person wud fuck her up. I dnt want the hoe to get ha ass beat."
402604853051924481,We ain't together cause she can't keep it 1hunnit
342898453652848640,@xAdore_Sugaa the same..........now go eat a**
307986543228907520,@LavishSandraaa_ you suspect tho.
378397511406604289,Jus Cause He Say He Gone Ride Don't Mean He Loyal
355912095138717696,Im not fckn fred ca careless bout wat dey arguin about
352231866193022976,9:08
386572902063419392,Girls going GAY cause niggaz aint treat em rite! Hell naw...
332308959937589248,I'm goin out da same way I came.....
396136095609389056,I need a cookie \ud83c\udf6a\ud83d\ude0b
327032714324742144,@RealDesmondC oooh hell naw u goin to b tired..team no sleep too..wat time u go smh
289916802270642176,My mom need to hurry up and leave. She aggravating me.
332555601903235073,@BangShit_B say no more \ud83d\ude45
358797226899812352,When ppl ignore me &amp; I'm trynna tlk pisses me off \ud83d\ude24\ud83d\ude24\ud83d\udc4a
349159764942532609,Only got 4 hrz of sleep
344247333342568448,Ariane messy too!
310410540797272065,Ah H* Go Be Ah H*
383436619522772992,i always keep it real cause i wouldnt want nobody to be fake with me..#FakeDontRunInMyBloood
403689709924536320,Don't wanna work tomorrow but i get paid. I guess that's cool
379260741234470912,These niggas do the most they even fuckin flipper without rubbers
408591551053701120,I don't play with nobody kids\ud83d\ude45I'm grown af
361276534608236544,Headed 2 Chipotle By Myself
316044719853555712,EverrrrrrrryBody Catch It 12:01 12:01 12:01 12:01 12:01 12:01 12:01 12:01 12:01
309459951829532672,@THUGGshxt_x6 Loll Thankss for finishing that. My Nkeiriaaa !
384116755402350592,Lil Wayne be trying too hard now
406562766372093952,Ain't talked to her ass all day
403665186026176512,Ared Let Me Hop On This Homework
365982904255389699,"So Why Twitter Letting Everybody Put A \ud83c\udfc0 In They Name, Expect ME!??"
388441648931168256,today some 12 grader gone say i would say what up but it look like you'll pop my ass lmao
356991000402595841,ALL FEMALES ARE HARD HEADED!!!!
404768392520798209,@BasedGodCybot so*
373813221095788544,\u201c@DoughBoii__: Nawl u just dead\ud83d\udc80\u201doh
391644122013908992,@MorgTheModel  Fb
348080067190083584,Got paid today but my check was light ! But it's still money in pocket \ud83d\udcb8\ud83d\udcb8\ud83d\udcb0\ud83d\udcb0\ud83d\ude0e\ud83d\ude0e
291965367599906816,We got mini chicken balls .
361682895401795587,Boring ass summer .
356888747431833601,I shoot like Doc Rivers son my niggas shoot like sentry Guns these niggas sweet like honey bun
349732832639332353,Kml ..
338215030526980096,Let her suck my pistol
327625155444617216,Parker prom tomorrow lol
405192008907886592,They Was Sleep Soon I Got Out Da Shower \ud83d\udc99\ud83d\udc99
374995297908584448,wen im mad..i say alotta ishh ion mean
289821813809242112,@vanerom29 Lol yeeeaah?
377294870958071808,@__SatisfyME idk but shid we finna find out if its really true
374523736114077696,How df u let da bitch slip and come in my section
334743652872110080,"These Fans Of A Fan Out Here , Smh Lol"
331876082406002690,". I Swea , Skool Make Mhe Soooo Tired !"
353966928269803521,@Lady_Hoodrich lol yea chy
299651379352449026,Climax
370002863868882944,@DrunkenyaG_Bb Oop Ard
285920184106106880,Enjoyin dis last day of 2012 me and Bae getting fuckd up together bringing n da new yr rite together mite not last til 12 but we n dat thang
342085555275833345,ending up taking shit instead of making shit.
328563333290655745,The knick acting up
301046622731767808,"Well , Jump Bitch !"
368619443955314688,Then again I'm still a virgin
325211564372271104,Who wanna come over
355876602988597248,@imperfectlyAsh_ \ud83d\ude29\ud83d\ude29\ud83d\ude29\ud83d\ude29\ud83d\ude29\ud83d\ude29\ud83d\ude29
301892269814984704,im lame ? shitttttt take me as i am :)
293237478813487104,That Just Put The Iceing On The Cake On Jesus
369716996922826753,y'all ain't making no money y'all ain't making no money y'all ain't really doin nun y'all ain't thuggin y'all stuntin
304353361761820672,can't tell me nothing
321093709758361600,My uncle always talkin shit
290662948001689600,In abt my bday outit lmao ugh
405070198014611456,I need somewhere to go
323271933418430465,Thinking about my boyfriend
369571068669095936,Where everybody at ? \ud83d\udc40
332120102826827776,@___lovelyyy wya over there?
389821994612822016,Ian gne even lie my nig um higher den I eva been
303630938942865408,"YEAAAH ur a groupie, get on ur duty"
398888318055632896,@OHHHME Damnn u thick af I'm just keep it \ud83d\udcaf\ud83d\udcaf\ud83d\udcaf
331112614425948160,Stupid ass phone
398920392128995328,Delet what  Lick \ud83d\udc45\u98f2\u8336 \ud83d\ude1b\ud83d\ude1b\ud83d\ude1bMR.106&amp; @NICKIMINAJ\ud83d\udc44@KeshiaChante @HargettAvinabz @solidtiery: @NICKIMINAJ @MBrew4U @___ynohtnA___
290116241375514624,But i miss my crew...nah fuck them too!
410474319597166592,She Only Want To Talk To Me Cause Her Boyfriend Not Me
297361645716533248,"@DontLurk_DaiDai yhu can, ima ask mama we she get hme"
369305548153307136,Timee Healss
315563704437596160,@Hoop_Dreams42 iSight shid u trynna come thru
302579510946189312,Umma go with her ass tho
285986391333154816,Niggas is drunk !! I need that AAA
373911208472375296,Ion really wanna go nowhere today..ima just stay home.\ud83d\ude15
348108462804328448,Brooklyn Taking it Next Year! #YeahISaidIT
414215257016770560,@LecstasyKills \ud83d\ude12 stop playing and marry me.
390589673716084736,Somebody txt me
329383441189728256,@RealRuck I did (:
312051582994882560,@YAGIRLP oh word? Damn i was jus on that side
338303199364653056,Its cold asab .
287718739485548544,I got ah 100 rubbers fa you an yo mama 50/50
329024438043545600,"Know her voice , but not face"
295815499282001920,Conversation rule da nation
366777422907064320,7's sagging I been getting fresh since 99
339064947537494016,hmph.
297343177994694656,@Wenzroc FUCK OUTA HERE I WAS WHOOPIN YOUR ASS BY MYSELF. WAYNE JUS JUMPED IN CAUSE HE ENJOYED BEATIN YOUR ASS CAUSE HE REAL NIGGA
355396980207390721,"\u201c@LilSwaggaBoy910: If #Oomf was around me write now we would be cuddled up, kissing each other\ue111 &amp; all kinds of s**t\ue402 &gt;&gt;&gt;&gt;&gt;&gt;&gt;\ue022\u201d"
345435457846390785,"@radseed yup, take the phone back. We ain't got time for this foolishness!"
323329605069058048,", Jackie bee killing my vibeee ."
297463323870519296,@AmbyMonae u shoulda stayed here ion kno nobody with a car who just gone willingly take me to Guthrie
379337899533008897,Lol I was really tripping at first
307971552941600768,"\@_LexxBALL: These Gay Girls Sweating Me Hard On This Ask Shit.\"""""
308709343690362882,@MyMind_iTweet Haven't heard from you all day
313797961366781953,lol lafinn at dey ahh
288395356423716864,Out wit my niggas cooling
369893409043263489,Dun talk to plenty but have eyes for one Real bitches be real CNt nam dwn talk me dou cause all ppl can say is we talked nun more nun less
306829104404123648,"@ItsJusMeJoJo I knew you'd like it!! Now read \Diamond Life\"""""
305683555722354688,RIP Demarcus #DailyTweet  ^_^
290144271913345025,\u201c@bigdaddytay_: @_theoriginalkc I texted you\u201d ok
304778152490700800,"@LilBlockMiiName coo give it to yo brah tomorrow, u got ah charger for it?"
288838488797880320,COOKED FRIED PORK CHOPS CORN AND YELLOW RICE\n#OUR DINNER\ud83c\udf79\ud83c\udf5b
402276892101070848,My head is killing me
384535430722772992,I aint worried bout nothin nigga i aint worried bout nothin
289041014977617921,"\@GabeGotGroupies: Still At Moms House Bored \ud83d\ude29\ud83d\ude29\ud83d\ude29\"""""
294906413455654912,Lol she hell
324088136558850048,Need to knock the rust off
415337384595972096,"Les gotta get off my phone , she making me laugh and I'm tryna be serious from now on."
395879030903566337,Ima be late \ud83d\ude12
291807988782612480,Niggas dont kno how ta tect bac shit crazy
406317332236341248,Had to crack the window this heat pumping like no other
349742978631352321,Fuck bitches get moneyy \ud83d\udcb5\ud83d\udcb5\ud83d\udcb5
318826332102467584,"I just want you to be happy, that's all."
298886858337841152,Come Littlejohn let us go!!!!!
302117227119910913,@Jenn2Real can't deny the truth
415187756831506432,Never Let A Nigga Fuck You Over !\ud83d\udcaf\ud83d\udcaf\ud83d\udcaf
361685500370755587,Who Am I with tomorrow? I don't want to go back on Puritan Bored and Stuck
396109562635223040,Jason Was Beefin Hard With Kelly Rowland .
297727409904549888,I'm lookin fa her
314558912856743937,Ughhhh y ppl lik 2 play so much!!!
288501115396435968,Ho Ass Tryin Me ... Its All Gud Tho!
398282811699781633,Shay fucks with chance the rapper
316269316410589185,I refuse to think I'll never get her bck but I pushed that thought to the bck of my head
384361161581281280,\u201c@CEASERBABI: @WeHateKrystel \ud83d\ude18\ud83d\ude18\ud83d\ude18\ud83d\ude18\ud83d\ude18\ud83d\ude18\ud83d\ude18\ud83d\ude18\u201d
306602657991245824,Guess I'm on here for the night. Gotta look for subtweets this shit is about to get real. *pulls up sleeve*
335041657957412864,all i remember is twonika ugly ass waking me up to make her some damn breakfast \ud83d\ude12 now idk where tf she at
319964456534818816,A Fucking Bug Just Flew In My Eye &gt;_&lt;
404479493332410368,I'm thirsty \ud83d\ude03\ud83d\ude03
302332676021571585,Lhh my poetic ass
306396105174835200,Coming around
371069638916202496,@ELI_SHAKUR @GezelleBlanco @WSApromo naw God is the G.O.A.T!! FOH with that Jayz Bs -- OceanDrive83 (@OaintU) i'm sorry i missed it!
323220658333052928,Kiddie flow
387368435900248064,STFU.
351006684690399232,Um finna move back with my granma
327094156486914049,You Cant Get Pregnant By Mouth Bitch How You Havin My Baby ?!
401160754390654976,Smh
378141520593158144,Li Ann posted a picture on Facebook of her licking this dark skin nigga back
393910438498283520,Dnt Take Shit I Put On IG &amp; Twitter Serious
398742784334524416,Riding listen to rocko balance it out
290247431034130432,"\@Vanlynlaw: @I_Luv_Thinkers how old is he?\""/4. He's QUITE Verbal. His Mom is 26, they both live with me. O_o"""
295392902367019008,@2Slick__ nothing really wassup with you?? how you been?!
391669128333115392,Who going to the movies tonight ? \ud83c\udfa5
292143973294809088,Smh .... Bron be cheating !!!!
306638485668904960,Lol! I fucking bet
347883140372643841,Oh so she just tellin people to shut up huh lol she must be bored
286218621330538497,I can listen to this song all day
318529358614630400,He fucking said onions I ain't hear that one before \ud83d\ude29\ud83d\ude29\ud83d\ude02\ud83d\ude2d
301145427959496705,"@Miylah_Bee . Kmsl D A T E Stealer,! &gt;_&lt;"
404372286821916672,@KoKoChanel__ already \ud83d\ude18 lol
320673860037001216,Kobe Jersey With The Cargo's
372931679024721921,I wanted ole dude but he never text me back!
324028816584482816,"I'm a big ass baby when I'm sick, this I know but just shut up and give me my Ba Ba @MsShellyNicole lmao #SickHumor"
309388766496317440,@KyriaMusic first of all don't talk to me like that... Second you told me when you wanted it
382601818821640192,@midnight_jayne yea
356553123529109504,"Let me loooove you come caress me body, You got me going crazyyyy"
329261135444443139,"Don't wanna be bothered with Everybody,!"
334458763106979840,Let's Go I'M READY!
365875270219075585,@shes_JADEd lil 24 year old girl... I been in these streets!!! Lol
327494003614429186,"Clearly, I'm being punked \ud83d\ude33\ud83d\udc40\ud83d\ude2b"
338306789521113090,I'm putting Nffen but barz on his here
389556495249321984,T.i.p. Crakk
376731512890085376,@NineOJuan McDonald's is the devil. I did a little praise dance when I quit
346091920973508608,' im back bitch !
328348605658300416,@__xobella bother? Ain't no body got time for that.
340249817521471488,Mint Condition was def before their time!
348289597786161152,yea we bumpn dat shit #1800 bang bang
357547643083309056,WATS CRACCN EVERYBODRY!!
299964693785751553,These Scandal discussions get real lol
319365656703279105,"Would yu Believe me... if I said I was in L.O.V.E?,,"
306381655998873600,Fuck man. I shouldn't have just looked at his Twitter.
398638325235716096,If I wife a bitch she better be a rider
296384545052311553,@SIMPLY_KESHAWNA you got me mixed up cause Idk what you talking bout
365364991097978881,I won't loose no sleep\ud83d\ude45
372188255644422144,Guwop!!!!!!!!!!
371961767473451008,I'm sleepy I ain't sleep all last night
287770656626589696,@LadashaMarnea fb
316664659073699840,That's what they get
356489797595971585,@London1Bridge24 he coo IGUESS!
347359049651716099,@_5starGeneral_ iwas chillin
354679020228583424,Noooooooo.! That was my next name.!!!!
404459503351242752,Fena go get some wings
288498649535750144,#TheGreatOne #BoxingWithGod lol come in now wtf he be talking about.
287163430325059584,I 're tweeted to get that s/o
389440216530182145,I love when diallo be here for me\ud83d\udcaf that's my boy\u270a
295329568322121730,@Gelica101 yeah that should take about 3 days!!! \ud83d\ude02\ud83d\ude02\ud83d\ude02
303434700209393665,"We say \G thot fufu\"" y'all say \""hannnnnn  yankKk &amp;&amp; flee\"" whereTf y'all come up with that shit"""
368644676657496067,"@RoadRunnerQuan it's not Quan , just harder to sleep that's all"
368060812830994432,Collard Green Nasty AF
320041635960483840,If a girl really likes you of course she going to get mad over lil shit &amp; peep everything you do you should only be worried when she dgaf
308032345309593601,@xNiqueeeeee_ lol..!
289240193733648384,@_LilTierra  PLZZ TELL ME
372179799735017472,3 class tomorrow imA be tirrred
362211998580211713,Wht grown ass women that's on her shit don't have 500 in the bank account
320416401074569216,@Ima_YoungBoss mall tomarr?
365304287057809408,"\@MontelBolden11: @Ibe_withSg lol take yo ass to school tomorrow\"" lol I dropped out"""
365559984341270528,alot if these rap niggas gayin they way into the industry.
355145288635269120,#camp o felt his pain
411945731792986112,Bitches Be Testing Me .\n# Bae Tweet ! (:
355408267008151552,I'm Yung Nigga But I Stay On That Grown Shit \ud83d\udc4c\ud83d\udc4c
388444614434516993,Does Chasity still exist ? \ud83d\udc40 @MXXNLVND
353932182340902913,@JumpmanKevin bet
403404061136801792,3 days without liquor . Whoop whoop
319139780766097409,Was up?
321834327346393089,By the summer imma have bout 5 more tattoos woooooooooooohh!!!!
365249744123084801,call my gangster ass bitch and get sum gangster ass head
298633295598608385,Gdn yall (good night)
377095465365667840,I'm bouta take a nap ! Holla at y'all later
322174686672871424,The silence tho
307304113354440705,"Yeaaa , that medicine kicking in ."
349649840189349890,Listening to all Gucci
297082603012505600,im juiced!!!!
339473980245282816,Things dat make u mad u tawk about em ova n ova!!!
315971554297143296,&amp; it's snowing no weed \ud83d\ude2c
294267600031055872,Ipromise mrs Pratt Jackson is one of the funniest mean teachers eht LSP especially when she beh cussin TTFO
290409335299899392,St8 sleep mode :O  .... Wit ah happpy plate
322163483808505856,@Nelle_bby o shitttt
299048162641989632,I had stop giving a fuck bout my life for a minute I came back to reality
373600792449937408,That's why I hate sky now\ud83d\ude02\ud83d\ude02\ud83d\ude02
354024079789006849,Bestfriend kmsl
337035395197972481,Lord !
416484996409344000,Imma bout to go H.A.M.
340301403211829249,Like I told y'all Stephenson just didnt have that game from gm 4 in him
406694660308881409,Shut up girl cause I could've left you where you was
348762187000582146,Good Morning World
325816370484871168,#Oomf change my sub name!
337252060393263104,New lil bio and shit
385391371101937664,"\u201c@x_nvmm: Crazy how I still wanna be with him, smh.\u201dSMFH"
358043665811640320,All about my scrilla
338914141509152768,Lmao this chick going off on somebody.. Tryna catch that subtweet lmao
343061230124142593,Thinkin bout rollin up this last bit of blue dream before work
371542811092348928,No house nigga dat ant me
288872970103951360,#Oomf too damn ugly tho. Lol
287466573676023808,ION WANNA PLAY NOMOE
374408896292868096,Ain even gone download d5 ion fuck wit wayne
379235004947398656,My boys bout to get this w
389773080786391040,@DADDYSGIRL864 I'm still sleepy but somebody up crying for nothing on my day off smh
292668085515726848,U gone learn
339606621229555712,#HighLife
399415882016755713,"And he still retweeting shit  ,"
366085836950867968,Nooooooooo I don't wanna see you tomorrow tonight no not ever again
390971091457679360,@SherlzO_Oww I ain't get nothing imma dm u my number
296130210657603584,"@BeckyBehavior lol, I showed him &amp; he smirked!"
288462427287343104,@This_Is_She freire don't you go to bodine?
322952931471159296,Bad female contest \u2665  im in first place
356635336098586624,@CheckTheGym chillin what's up
345192733700395008,@25DipMeOne for retail.
382653257924874240,@DopeAhhMe wazz PoPPin and you seen wat song i tweeted .
294654931414155264,S/O To My Lil Bruh @TrillForeva Asf Lvp Love ya nigga
380030781923819520,You don't gotta like me but you will RESPECT ME!
361874151482462208,Cant talk my shit to nobody right now ppl still sleep nd my yoingin up his mom crib \ue40e
319525010756743168,Bored a.f rite now
350226758181724160,Goodmorning \u2661
370004264900636672,@JuicyyLipsNeal you suck more!!!
350700102177931265,Niggas talk it but don't be bout it ..
304589337268473858,@theMINDof_jalen DEY NEED TO RESPECT A REAL NIGGA!!
326537161245593600,Neva fuk witout a rubba
290564490775379971,I Love the playoffs! #nfl
292141108950089728,Gimme dat shit lil Earl!\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02
339182870574809089,I Love Both Mimi &amp; K.
286118998465183744,#WIMJ??
395374531608838144,Talking what they gone do to me but im strapped up and im waiting on it\ud83d\udd2b
340607075799400449,Kiss my ass if u hatin
301387926099619841,WATCHN DAH PREACHER KID !!!
286367582087417856,"#FemaleLies \My Pussy Tight\""......Bitch you fucked the crew...Twice..yeen got #NoWalls"""
309853520385937408,Tryna order pizza but i dnt know wea da fuck i am...!!!
334794051431841792,If sistah &amp;&amp; ma say Yeahh
346789173811900416,\ud83d\ude14 I really miss my grandma
391651306617573376,I Just Died&amp;Kame Bak Alive \ue012\ue412\ue41f
362402717672550401,", or maybe i'm just high."
293176871162613760,Hungry Mann
312410166635139072,Dat shit dare doe.........
297427483622506496,Damn I feel bad for jadia that was halrious
343166024746680320,@fuck_u_ho3s_08 I got you
306215296967008256,@FromPompano bol he won?
405799566383284224,"\@iLolaBanks: I'm going over Tee Tee's breh\""no you not"""
404798872675155968,rey get my fronts back
353353230090117120,Dnt tawk dhet life if yeen bout dhet life....
290953252449681409,@SKINSNATION2012 don't let them fools give that award to Luck or Wilson. It belongs in D.C!!! HTTR!!
314606048449286144,Well Damn My Bad *throws hands up*
405011511338213377,@FrankA1White ima drop n a min love I'm letting Dez niggas have dey fun for now
385560019724677120,BasketballWife shxt
320592201014984704,Just got iin!
315679148691558400,And I Gotta Headache -___-
317313442128224256,Watup tho..
320251531469410304,"\@DeDe_Benton: That's Good My Bd COUSIN Care Cause He Don't #Sadd !\""lol Who Preshas"""
370382938988642304,\ud83d\ude31\ud83d\ude31\ud83d\ude31\ud83d\ude31 otp w/ my lil baby !
380227981420937216,I'm getting sleepy asl
404953000885878784,This shit fuck up
